"SiteSeries","SiteSeries1","Score","Association","Association1","SubAssociation.x","SubAssociation.y"
"IDF dk 2 /101","IDF mw 1 /104a",4.21318181818182,"ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub (Pinucon)","SUBASS FdPl-Calarub-Pleusch(Paximyr)"
"IDF dk 2 /102","ICH mk 1 /02",1.92857142857143,"ASSOC Pseumen-Junicom-Arctuva (IDF)","ASSOC Pseumen-Pinucon-Junicom-Calarub","","SUBASS Fd-Junicom-Arctuva(typic)"
"IDF dk 2 /104","IDF dc   /101.2",6.52222222222222,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","",""
"IDF dk 2 /104","IDF dm 2 /104.1",8.58333333333333,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-Lariocc-Calarub-Arctuva","SUBASS FdLw-Calarub-Arctuva(typic)",""
"IDF dk 2 /104","IDF dm 1 /104",5.33333333333333,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-Lariocc-Calarub-Arctuva","SUBASS FdLw-Calarub-Arctuva(typic)",""
"IDF dk 2 /104","IDF dm 2 /101",9.85394265232975,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)",""
"IDF dk 2 /104","IDF xh 2 /101",5.83333333333333,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(Pleusch)",""
"IDF dk 2 /104","ICH mw 5 /103",7.72222222222222,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-Acergla-Paximyr","",""
"IDF dk 2 /104","ICH mk 2 /03",5.23504273504273,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pinucon-Pseumen-Paximyr-Calarub","",""
"IDF dk 2 /104","ICH mk 1 /02",6.88095238095238,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-Pinucon-Junicom-Calarub","",""
"IDF dk 2 /104","MS  dm 2 /103",4.58333333333333,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pinucon-Pseumen-Paximyr-Calarub","",""
"IDF dk 2 /104","IDF xh 1 /101",4.15765765765766,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(typic)",""
"IDF dk 2 /104","IDF dc   /105",4.84615384615385,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","",""
"IDF dk 2 /104","IDF mw 1 /103",2.78571428571429,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub",""
"IDF dk 2 /104","IDF dk 2 /101",6.46085858585859,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch(Paximyr)",""
"IDF dk 2 /110","MS  dw   /110.1",7.14807302231237,"ASSOC Piceene-(Pseumen)-Cornsto-Ribelac","ASSOC SxwBl-Rubupar-Arnica","",""
"IDF dk 2 /110","IDF dk 1 /111",5.89080459770115,"ASSOC Piceene-(Pseumen)-Cornsto-Ribelac","","",""
"IDF dk 3 /06","IDF dk 1 /101",8.61590909090909,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch (typic)",""
"IDF dk 3 /06","IDF dk 4 /01",4.74458874458874,"ASSOC Pseumen(Pinucon)-Calarub-Arctuva","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch(Arctuva)",""
"IDF dk 5 /101","IDF dk 5 /105",6.54505494505494,"ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub (Pinucon)","SUBASS FdPl-Calarub-Pleusch"
"IDF dk 5 /102","IDF dk 1 /103",9.20909090909091,"ASSOC Pseumen-Pinucon-Junicom-Calarub","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)",""
"IDF dk 5 /104","ICH mk 5 /103",8.84444444444444,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","","","SUBASS FdPl-Junicom-Arctuva (typic)"
"IDF dk 5 /104","IDF dm 2 /101",4.45161290322581,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)","SUBASS FdPl-Junicom-Arctuva (typic)"
"IDF dk 5 /104","IDF xh 2 /101",9.85098039215686,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(Pleusch)","SUBASS FdPl-Junicom-Arctuva (typic)"
"IDF dk 5 /104","IDF dk 5 /102",9.54545454545454,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen-Pinucon-Junicom-Calarub","","SUBASS FdPl-Junicom-Arctuva (typic)"
"IDF dk 5 /104","IDF dk 2 /104",6.71666666666667,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen(Pinucon)-Calarub-Arctuva","","SUBASS FdPl-Junicom-Arctuva (typic)"
"IDF dk 5 /104","MS  dk   /103",2.86363636363636,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen-Pinucon-Junicom-Calarub","","SUBASS FdPl-Junicom-Arctuva (typic)"
"IDF dk 5 /104","IDF dk 1 /104",2.26666666666667,"ASSOC Pseumen-Pinucon-Junicom-Arctuva (ICH and MS cool)))","ASSOC Pseumen(Pinucon)-Calarub-Arctuva","","SUBASS FdPl-Junicom-Arctuva (typic)"
"IDF dm 1 /101","IDF dk 2 /101",6.5,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch(Paximyr)","SUBASS Pseumen(Lariocc)-Calarub(typic)"
"IDF dm 1 /104","IDF dk 1 /104",5.33333333333333,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen(Pinucon)-Calarub-Arctuva","","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 1 /104","IDF dm 1 /103",6.61666666666667,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS FdPy-Calarub-Pseuspi-Arctuva","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 1 /104","MS  dw   /103",8.34358974358974,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Fd(PlLw)-Calarub","SUBASS PlFd(Lw)-Calarub(typic)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 1 /104","IDF dm 1 /101",8.1,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Pseumen(Lariocc)-Calarub(typic)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /101","IDF mw 2 /103",3.17857142857143,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF dk 1 /101",7.84092741935484,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch (typic)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF dm 2 /omit",8.97126099706745,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","","","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF dk 5 /105",5.29032258064516,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub (Pinucon)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF xh 2 /101",3.41935483870968,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(Pleusch)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF mw 1 /103",9.84792626728111,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","ICH mk 5 /103",8.67383512544803,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","","","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","MS  dk   /105",5.46319272125724,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF xh 2 /110",6.43695014662757,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF xh 1 /101",6.52746294681778,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(typic)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF dw   /01",8.01182795698925,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC Pseumen-Calarub (zonal IDF dw)","","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /101","IDF dk 5 /101",2.51612903225806,"ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","ASSOC FdPl-Calarub-Pleusch(zonal IDFdk)","SUBASS FdPl-Calarub-Pleusch","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)"
"IDF dm 2 /103","IDF xm   /02",5.83333333333333,"ASSOC Fd-Calarub-Pseuspi-Arctuva","ASSOC Pseumen-Junisco-Pseuspi","SUBASS Fd-Junisco-Pseuspi(typic)","SUBASS Fd-Pseuspi-Calarub(Junicom)"
"IDF dm 2 /103","IDF xk   /103",3,"ASSOC Fd-Calarub-Pseuspi-Arctuva","ASSOC Pseumen-Junisco-Pseuspi","SUBASS Fd-Junisco-Pseuspi (Arctuva)","SUBASS Fd-Pseuspi-Calarub(Junicom)"
"IDF dm 2 /103","IDF dm 2 /omit",5.71428571428571,"ASSOC Fd-Calarub-Pseuspi-Arctuva","","","SUBASS Fd-Pseuspi-Calarub(Junicom)"
"IDF dm 2 /103","IDF dk 5 /103",0.846153846153846,"ASSOC Fd-Calarub-Pseuspi-Arctuva","ASSOC Pseumen-Amelaln-Pseuspi","SUBASS Pseumen-Amelaln-Pseuspi(Junisco)","SUBASS Fd-Pseuspi-Calarub(Junicom)"
"IDF dm 2 /103","IDF xc   /103",0.833333333333333,"ASSOC Fd-Calarub-Pseuspi-Arctuva","ASSOC Pseumen-Amelaln-Pseuspi","SUBASS FdPy-Pseuspi(Spirbet)","SUBASS Fd-Pseuspi-Calarub(Junicom)"
"IDF dm 2 /104","IDF dk 5 /102",8.37878787878788,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen-Pinucon-Junicom-Calarub","","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF dk 1 /104",4.55727554179566,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen(Pinucon)-Calarub-Arctuva","","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF dm 2 /101",6.13921901528014,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen-(Lariocc)-Calarub-Linnbor (zonal dm)","SUBASS Fd(Lw)-Calarub-Linnbor(Pleusch) (IDFdm2)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF xh 1 /105",8.36842105263158,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen-Pinupon-Pseuspi-Calarub (Balsssag)","","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","MS  dw   /103",6.98785425101215,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Fd(PlLw)-Calarub","SUBASS PlFd(Lw)-Calarub(typic)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF xx 2 /101.1",8.26973684210526,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC PyFd-Calarub(Pseuspi)(IDFxx)","SUBASS FdPy-Calarub(Pseuspi)(Arctuva)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF dm 2 /103",6.52380952380952,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF dm 2 /omit",3.27177033492823,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","","","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF xh 2 /101",3.58823529411765,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(Pleusch)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF xh 1 /101",1.97297297297297,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(typic)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","PP  xh 1 /110",7.89473684210526,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS FdPy-Calarub(Py)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF dm 2 /104.1","IDF dk 1 /103",2.8,"ASSOC Pseumen-Lariocc-Calarub-Arctuva","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS FdLw-Calarub-Arctuva(typic)"
"IDF mw 1 /101","ICH dw 4 /omit-poor location",4.18857142857143,"ASSOC Pseumen-Thujpli-Acergla-Chimumb (IDFmw zonals)","","",""
"IDF mw 1 /101","ICH dw 4 /104",3.33333333333333,"ASSOC Pseumen-Thujpli-Acergla-Chimumb (IDFmw zonals)","","",""
"IDF mw 1 /103","IDF dm 2 /omit",9,"ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","","","SUBASS Fd-Mahoaqu-Calarub"
"IDF mw 1 /104b","ICH dw 4 /103",8.53076923076923,"ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","","","SUBASS Fd-Mahoaqu-Calarub (Pinucon)"
"IDF mw 2 /101","ICH dw 4 /104",3.35,"ASSOC Pseumen-Thujpli-Acergla-Chimumb (IDFmw zonals)","","",""
"IDF mw 2 /101","ICH mw 3 /05",4.07631578947368,"ASSOC Pseumen-Thujpli-Acergla-Chimumb (IDFmw zonals)","ASSOC Pseumen-Thujpli-Paximyr-Chimumb","SUBASS FdCw-Paximyr-Chimumb (Pl)",""
"IDF mw 2 /110","IDF mw 1 /110",7.05357142857143,"%ASSOC Pseumen-Thujpli-Rubupar-Aralnud","ASSOC Thujpli-Pseumen-Acergla-Aralnud","",""
"IDF ww   /103","ICH xw   /104",9.72222222222222,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Fd(Py) - Acerdou - Calarub","SUBASS Fd(Py)-Acerdou-Calarub(Holodic)","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF ww   /103","IDF mw 1 /104a",6.62666666666667,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub (Pinucon)","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF ww   /103","IDF mw 1 /103",5.19047619047619,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF ww   /104","ICH dw 4 /103",9.11888111888112,"ASSOC Pseumen-Sympalb-Mahoaqu","","","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF ww   /104","IDF ww   /101",9.59415584415584,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC FdCw-Hazelnut (IDFww/CWHxs)","","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF xc   /101","IDF mw 1 /104a",8.74769230769231,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub (Pinucon)","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF xc   /101","ICH mw 2 /103",9.41826923076923,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Pseumen-Acergla-Paximyr","","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF xc   /101","IDF xc   /110",8.36538461538461,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF xh 1 /101","IDF mw 1 /103",7.24517374517375,"ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub","SUBASS Fd(Py)-Calarub(typic)"
"IDF xh 1 /102.1","IDF xh 2 /103",8.51754385964912,"ASSOC Py(Fd)-Pseuspi-Seladen (rocky)","ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","SUBASS PyFd-Pseuspi(Balssag)",""
"IDF xh 1 /104","IDF xc   /103",5.56410256410256,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Pseumen-Amelaln-Pseuspi","SUBASS FdPy-Pseuspi(Spirbet)","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 1 /104","IDF dk 2 /103",6,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Pseumen-Amelaln-Pseuspi","SUBASS FdPy-Pseuspi(Spirbet)","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 1 /104","IDF dm 2 /103",1.30769230769231,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 1 /104","IDF xh 1 /105",5.36842105263158,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Pseumen-Pinupon-Pseuspi-Calarub (Balsssag)","","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 1 /105","IDF dm 2 /103",5.36842105263158,"ASSOC Pseumen-Pinupon-Pseuspi-Calarub (Balsssag)","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)",""
"IDF xh 1 /105","IDF dk 2 /103",6.78947368421053,"ASSOC Pseumen-Pinupon-Pseuspi-Calarub (Balsssag)","ASSOC Pseumen-Amelaln-Pseuspi","SUBASS FdPy-Pseuspi(Spirbet)",""
"IDF xh 1 /106","IDF xh 1 /105",8,"ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals)","ASSOC Pseumen-Pinupon-Pseuspi-Calarub (Balsssag)","","SUBASS Py-Pseuspi-Festcam(Balssag)"
"IDF xh 1 /110","ICH xw   /104",3.97619047619048,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Fd(Py) - Acerdou - Calarub","SUBASS Fd(Py)-Acerdou-Calarub(Holodic)","SUBASS Pseumen-Sympalb-Mahoaqu (Py)"
"IDF xh 2 /101","IDF mw 1 /103",8.57563025210084,"ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub","SUBASS Fd(Py)-Calarub(Pleusch)"
"IDF xh 2 /101","IDF dm 2 /omit",7.52941176470588,"ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","","","SUBASS Fd(Py)-Calarub(Pleusch)"
"IDF xh 2 /101","IDF mw 2 /103",6.42857142857143,"ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub","SUBASS Fd(Py)-Calarub(Pleusch)"
"IDF xh 2 /101","IDF dw   /01",6.6156862745098,"ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","ASSOC Pseumen-Calarub (zonal IDF dw)","","SUBASS Fd(Py)-Calarub(Pleusch)"
"IDF xh 2 /103","IDF xh 1 /105",7.57894736842105,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Pseumen-Pinupon-Pseuspi-Calarub (Balsssag)","","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 2 /103","IDF xc   /102",5,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","","?ASSOC FdPy-Junisco-Arctuva-Pseuspi","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 2 /103","IDF xc   /103",7.16666666666667,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Pseumen-Amelaln-Pseuspi","SUBASS FdPy-Pseuspi(Spirbet)","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 2 /103","IDF dm 2 /103",0,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 2 /103","IDF dk 1 /103",5.71929824561403,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS PyFd-Pseuspi(Balssag)"
"IDF xh 2 /110","IDF mw 2 /103",4.35714285714286,"ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","ASSOC Pseumen-Mahoaqu-Calarub (moistIDF warm aspect)","SUBASS Fd-Mahoaqu-Calarub",""
"IDF xh 2 /110","IDF xh 2 /101",2.36363636363636,"ASSOC Pseumen-Calarub-Pleusch-Hylospl (Mossy cool aspect)","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(Pleusch)",""
"IDF xh 2 /111","ICH xw   /104",7.80769230769231,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Fd(Py) - Acerdou - Calarub","SUBASS Fd(Py)-Acerdou-Calarub(Holodic)","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF xh 2 /111","IDF xh 1 /101",5.95945945945946,"ASSOC Pseumen-Sympalb-Mahoaqu","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(typic)","SUBASS Fd-Sympalb-Mahoaqu(Calarub) (IDFxcZonal)"
"IDF xm   /01","IDF xh 2 /101",9.68627450980392,"ASSOC Fd-Calarub-Pleusch(IDFxm zonal)","ASSOC Pseumen-(Pinupon)-Spirbet-Calarub (xh zonals)","SUBASS Fd(Py)-Calarub(Pleusch)",""
"IDF xw   /01","IDF dm 2 /103",8.42857142857143,"","ASSOC Fd-Calarub-Pseuspi-Arctuva","SUBASS Fd-Pseuspi-Calarub(Junicom)","SUBASS Fd-Juniper-Pseuspi (old assoc)"
"IDF xx 1 /103","IDF xx 1 /104",2,"ASSOC Py(Fd)-Pseuspi (PPxw zonal typic)","ASSOC Py(Fd)-Pseuspi-Festcam (PPxh zonals)","SUBASS Py-Pseuspi-Festcam(typic)","SUBASS Py-Pseuspi-(Balssag)"
"MH  mm 1 /02","MH  mm 1 /08",9.3,"ASSOC Tsugmer-Ellipyr","?ASSOC Chamnoo-Sphagnu","",""
"MH  mm 1 /02","MH  wh 1 /02",8.84615384615385,"ASSOC Tsugmer-Ellipyr","","",""
"MH  mm 1 /02","MH  mm 1 /09",9.57142857142857,"ASSOC Tsugmer-Ellipyr","","",""
"MH  mm 1 /04","MH  mm 1 /09",9.96031746031746,"ASSOC Tsugmer-Vaccmem","","","SUBASS Hm-Vaccmem(Rubuped)mm1"
"MH  mm 1 /05","MH  mm 2 /01",9.70621468926554,"ASSOC Tsugmer-Strelan","ASSOC Tsugmer-Vaccmem","SUBASS Hm-Vaccmem(mm2)",""
"MH  mm 1 /09","MH  mm 1 /06",8.28571428571428,"","ASSOC Tsugmer-Ellipyr-Faurcri","",""
"MH  mm 2 /02","MH  mm 2 /01",8.56394453004622,"ASSOC Tsugmer-Ellipyr","ASSOC Tsugmer-Vaccmem","SUBASS Hm-Vaccmem(mm2)",""
"MH  mm 2 /02","MH  mm 1 /01",2.90530303030303,"ASSOC Tsugmer-Ellipyr","ASSOC Tsugmer-Vaccmem","SUBASS Hm-Vaccmem(Rubuped)mm1",""
"MH  mm 2 /03","MH  mm 1 /05",5.2,"%ASSOC Tsugmer-Abielas-Vaccova-Valesit","ASSOC Tsugmer-Strelan","",""
